t	love	sex	6.77	0.2801852241164029	0.3871768589690032	0.21482714714186124	0.3871768589690032
h	tiger	cat	7.35	0.32634819891930433	0.38208944853982385	0.3168293119826211	0.38208944853982385
i	tiger	tiger	10.00	1	1	1	1
t	book	paper	7.46	0.2091638059894767	0.43228576247855843	0.16940477324884362	0.43228576247855843
M	computer	keyboard	7.62	0.5704308119940917	0.45779548957009497	0.4422410622725841	0.45779548957009497
t	computer	internet	7.58	0.4819722133464692	0.4565007962877863	0.3155699467468993	0.4565007962877863
S	plane	car	5.77	0.3232610369967963	0.39723883723263487	0.3744378089368521	0.39723883723263487
S	train	car	6.31	0.3938164034958984	0.35929250372210264	0.27075215909533445	0.35929250372210264
t	telephone	communication	7.50	0.4414185021164686	0.47143148780207234	0.41355031082703086	0.47143148780207234
S	television	radio	6.77	0.46676627981621643	0.5058324550940997	0.6347149780563295	0.5058324550940997
H	media	radio	7.42	0.5338034431323619	0.4174462128158448	0.4756705499818773	0.4174462128158448
t	drug	abuse	6.85	0.5731255881458122	0.567596035267704	0.6344820790052427	0.567596035267704
S	bread	butter	6.19	0.38358015818269786	0.42366100440759236	0.3289538795460971	0.42366100440759236
S	cucumber	potato	5.92	0.035269458222336736	0.25079140490454765	-0.016429019448244597	0.25079140490454765
S	doctor	nurse	7.00	0.3278386265989607	0.431248630484909	0.3172891724691418	0.431248630484909
S	professor	doctor	6.62	0.09592199450536365	0.3327640381890551	0.14021773512169444	0.3327640381890551
S	student	professor	6.81	0.8610903822276136	0.4501533878548186	0.8407676705896037	0.4501533878548186
t	smart	student	4.62	-0.11622068558800969	0.3413753984581125	0.17554414561341958	0.3413753984581125
a	smart	stupid	5.81	0.352844433105828	0.2625409450375049	0.22708920640508223	0.2625409450375049
t	company	stock	7.08	0.22905063234893686	0.5059733183078914	0.41420303070217956	0.5059733183078914
t	stock	market	8.08	0.1663016624530238	0.559269219455792	0.2038683193816767	0.559269219455792
t	stock	phone	1.62	0.1311664815023369	0.6100026456461134	0.11677326901007745	0.6100026456461134
t	stock	CD	1.31	0	0	0	0
t	stock	jaguar	0.92	0.12152748309707329	0.4068378798326322	0.18703693878533356	0.4068378798326322
t	stock	egg	1.81	0.10003796427927059	0.4237743677496142	0.06046667102171621	0.4237743677496142
t	fertility	egg	6.69	0.23799856588698287	0.3571231592670283	0.2109658830135387	0.3571231592670283
t	stock	live	3.73	-0.02407171679011033	0.4507428643411502	0.07200604518840625	0.4507428643411502
t	stock	life	0.92	-0.0748624218373779	0.37493368477572897	0.06083771515075331	0.37493368477572897
t	book	library	7.46	0.06277537701376446	0.36794082924061067	0.0118787736340632	0.36794082924061067
t	bank	money	8.12	-0.10125464954917263	0.5532163063538271	-0.07233654702260872	0.5532163063538271
s	wood	forest	7.73	0.06508840254926285	0.3356306996885232	-0.17173303027468956	0.3356306996885232
H	money	cash	9.15	0.4242473240824891	0.4915586505906153	0.4608652533833505	0.4915586505906153
t	professor	cucumber	0.31	-0.10687390666818497	0.16646880104139672	-0.06331039469827493	0.16646880104139672
t	king	cabbage	0.23	0.07038942478987942	0.24650449458898582	0.10534818733158091	0.24650449458898582
S	king	queen	8.58	0.47202250103984533	0.39470482940716933	0.38576854907818015	0.39470482940716933
S	king	rook	5.92	0.05466075246562263	0.453464588193051	-0.16378683067438238	0.453464588193051
S	bishop	rabbi	6.69	0.5525438253143456	0.39690547650971797	0.41492559859875466	0.39690547650971797
m	Jerusalem	Israel	8.46	0	0	0	0
t	Jerusalem	Palestinian	7.65	0	0	0	0
t	holy	sex	1.62	0.07340373404193623	0.36862381772060127	0.19333261530734713	0.36862381772060127
s	fuck	sex	9.44	0.07925636025752247	0.4287339746143388	-0.12670794293051224	0.4287339746143388
t	Maradona	football	8.62	0	0	0	0
s	football	soccer	9.03	0.8199089564001472	0.555112590138601	0.8704345259435617	0.555112590138601
S	football	basketball	6.81	0.9580799821636328	0.507802717626771	0.9581451206939586	0.507802717626771
S	football	tennis	6.63	0.7176931468537857	0.4815736875447971	0.7285886747848831	0.4815736875447971
t	tennis	racket	7.56	-0.28938812712019124	0.41631136087843723	-0.22885817732689429	0.41631136087843723
t	Arafat	peace	6.73	0	0	0	0
t	Arafat	terror	7.65	0	0	0	0
S	Arafat	Jackson	2.50	0	0	0	0
t	law	lawyer	8.38	0.0716247536981488	0.25818143869235877	0.1227245083581362	0.25818143869235877
t	movie	star	7.38	0.5574137691511335	0.3844740181108419	0.5182700819755389	0.3844740181108419
